110000|otro
111000|otro
111100|local
111110|local
111120|local
111121|local
111122|local
111129|local
111130|local
111131|local
111132|local
111139|local
111140|local
111150|local
111151|local
111152|local
111160|local
111190|local
111191|local
111192|local
111193|local
111194|local
111195|local
111199|local
111200|local
111210|local
111211|local
111212|local
111213|local
111214|local
111215|local
111216|local
111217|local
111218|local
111219|local
111300|local
111310|local
111320|local
111321|local
111329|local
111330|local
111331|local
111332|local
111333|local
111334|local
111335|local
111336|local
111337|local
111338|local
111339|local
111400|local
111410|local
111411|local
111412|local
111413|local
111414|local
111415|local
111416|local
111419|local
111420|local
111421|local
111422|local
111423|local
111429|local
111900|otro
111910|local
111920|local
111930|azucarera
111940|local
111941|local
111942|local
111990|otro
111991|local
111992|local
111993|local
111994|local
111995|local
111999|local
112000|local
112100|local
112110|local
112120|local
112130|local
112131|local
112139|local
112200|local
112210|local
112211|local
112212|local
112300|local
112310|local
112311|local
112312|local
112320|local
112330|local
112340|local
112390|local
112400|local
112410|local
112420|local
112500|local
112510|local
112511|local
112512|local
112900|local
112910|local
112920|local
112930|local
112990|local
112991|local
112999|local
113000|local
113100|local
113110|local
113200|local
113210|local
113211|local
113212|local
113300|local
113310|local
114000|local
114100|local
114110|local
114111|local
114112|local
114113|local
114119|local
114200|local
114210|local
115000|local
115100|local
115110|local
115111|local
115112|local
115113|local
115119|local
115200|local
115210|local
115300|local
115310|local
210000|minera
211000|hidrocarburos
211100|hidrocarburos
211110|hidrocarburos
211111|hidrocarburos
211112|hidrocarburos
212000|minera
212100|minera
212110|minera
212200|minera
212210|minera
212220|minera
212221|minera
212222|minera
212230|minera
212231|minera
212232|minera
212290|minera
212291|minera
212292|minera
212293|minera
212299|minera
212300|minera
212310|minera
212311|minera
212312|minera
212319|minera
212320|minera
212321|minera
212322|minera
212323|minera
212324|minera
212325|minera
212329|minera
212390|minera
212391|minera
212392|minera
212393|minera
212394|minera
212395|minera
212396|minera
212397|minera
212398|minera
212399|minera
213000|minera
213100|minera
213110|minera
213111|hidrocarburos
213119|minera
220000|otro
221000|otro
221100|eléctrica
221110|eléctrica
221111|eléctrica
221112|eléctrica
221113|eléctrica
221114|eléctrica
221119|eléctrica
221120|eléctrica
221121|eléctrica
221122|eléctrica
221123|eléctrica
221200|hidrocarburos
221210|hidrocarburos
221300|local
221310|local
221311|local
221312|local
230000|local
236000|local
236100|local
236110|local
236111|local
236112|local
236113|local
236200|local
236210|local
236211|local
236212|local
236220|local
236221|local
236222|local
237000|local
237100|local
237110|local
237111|local
237112|local
237113|local
237120|local
237121|local
237122|local
237123|local
237130|local
237131|local
237132|local
237133|local
237200|local
237210|local
237211|local
237212|local
237213|local
237300|local
237310|local
237311|local
237312|local
237313|local
237900|local
237990|local
237991|local
237992|local
237993|local
237994|local
237999|local
238000|local
238100|local
238110|local
238120|local
238121|local
238122|local
238130|local
238190|local
238200|local
238210|local
238220|local
238221|local
238222|local
238290|local
238300|local
238310|local
238311|local
238312|local
238320|local
238330|local
238340|local
238350|local
238390|local
238900|local
238910|local
238990|local
310000|otro
311000|productora de alimentos
311100|productora de alimentos
311110|productora de alimentos
311200|productora de alimentos
311210|productora de alimentos
311211|productora de alimentos
311212|productora de alimentos
311213|productora de alimentos
311214|productora de alimentos
311215|productora de alimentos
311220|aceitera y de grasas vegetales
311221|productora de alimentos
311222|aceitera y de grasas vegetales
311230|productora de alimentos
311300|productora de alimentos
311310|azucarera
311311|azucarera
311319|azucarera
311340|productora de alimentos
311350|productora de alimentos
311400|productora de alimentos
311410|productora de alimentos
311411|productora de alimentos
311412|productora de alimentos
311420|productora de alimentos
311421|productora de alimentos
311422|productora de alimentos
311423|productora de alimentos
311500|productora de alimentos
311510|productora de alimentos
311511|productora de alimentos
311512|productora de alimentos
311513|productora de alimentos
311520|productora de alimentos
311600|productora de alimentos
311610|productora de alimentos
311611|productora de alimentos
311612|productora de alimentos
311613|productora de alimentos
311614|productora de alimentos
311700|productora de alimentos
311710|productora de alimentos
311800|otro
311810|otro
311811|productora de alimentos
311812|local
311813|local
311820|productora de alimentos
311830|local
311900|otro
311910|productora de alimentos
311920|productora de alimentos
311921|productora de alimentos
311922|productora de alimentos
311923|productora de alimentos
311924|productora de alimentos
311930|productora de alimentos
311940|productora de alimentos
311990|productora de alimentos
311991|productora de alimentos
311992|productora de alimentos
311993|local
311999|otro
312000|otro
312100|elaboradora de bebidas
312110|elaboradora de bebidas
312111|elaboradora de bebidas
312112|elaboradora de bebidas
312113|elaboradora de bebidas
312120|elaboradora de bebidas
312130|elaboradora de bebidas
312131|elaboradora de bebidas
312132|elaboradora de bebidas
312139|elaboradora de bebidas
312140|elaboradora de bebidas
312141|azucarera
312142|elaboradora de bebidas
312143|elaboradora de bebidas
312149|elaboradora de bebidas
312200|tabacalera
312210|tabacalera
312220|tabacalera
312221|tabacalera
312222|tabacalera
313000|textil
313100|textil
313110|textil
313111|textil
313112|textil
313113|textil
313200|textil
313210|textil
313220|textil
313230|textil
313240|textil
313300|local
313310|local
313320|local
314000|textil
314100|local
314110|local
314120|local
314900|textil
314910|local
314911|local
314912|local
314990|textil
314991|local
314992|textil
314993|textil
314999|textil
315000|local
315100|local
315110|local
315190|local
315191|local
315192|local
315200|local
315210|local
315220|local
315221|local
315222|local
315223|local
315224|local
315225|local
315229|local
315900|local
315990|local
315991|local
315999|local
316000|local
316100|local
316110|local
316200|local
316210|local
316211|local
316212|local
316213|local
316214|local
316219|local
316900|local
316990|local
316991|local
316999|local
320000|otro
321000|maderera básica
321100|maderera básica
321110|maderera básica
321111|maderera básica
321112|maderera básica
321113|maderera básica
321200|maderera básica
321210|maderera básica
321900|maderera básica
321910|maderera básica
321920|maderera básica
321990|maderera básica
321991|maderera básica
321992|local
321993|local
321999|local
322000|otro
322100|celulosa y papelera
322110|celulosa y papelera
322120|celulosa y papelera
322121|celulosa y papelera
322122|celulosa y papelera
322130|local
322131|local
322132|local
322200|otro
322210|local
322220|celulosa y papelera
322230|local
322290|celulosa y papelera
322291|local
322299|local
323000|local
323100|local
323110|local
323111|local
323119|local
323120|local
324000|otro
324100|otro
324110|petroquímica
324120|petroquímica
324190|petroquímica
324191|petroquímica
324199|petroquímica
325000|otro
325100|química
325110|química
325120|química
325130|química
325180|química
325190|química
325200|química
325210|otro
325211|química
325212|hulera
325220|química
325300|otro
325310|química
325320|química
325400|otro
325410|química
325411|química
325412|química
325500|química
325510|química
325520|química
325600|local
325610|local
325620|local
325900|otro
325910|química
325920|química
325990|otro
325991|local
325992|local
325993|local
325999|química
326000|otro
326100|local
326110|local
326120|local
326130|local
326140|local
326150|local
326160|local
326190|local
326191|local
326192|local
326193|local
326194|local
326198|local
326199|local
326200|hulera
326210|hulera
326211|hulera
326212|hulera
326220|hulera
326290|hulera
327000|local
327100|local
327110|local
327111|local
327112|local
327120|local
327121|local
327122|local
327123|local
327200|otro
327210|otro
327211|vidriera
327212|local
327213|vidriera
327214|vidriera
327215|local
327216|local
327219|local
327300|otro
327310|cementera
327320|cementera
327330|cementera
327390|cementera
327391|cementera
327399|cementera
327400|otro
327410|calera
327420|local
327900|local
327910|local
327990|local
327991|local
327999|local
330000|otro
331000|otro
331100|siderúrgica
331110|siderúrgica
331111|siderúrgica
331112|siderúrgica
331200|siderúrgica
331210|siderúrgica
331220|siderúrgica
331300|metalúrgica
331310|metalúrgica
331400|metalúrgica
331410|metalúrgica
331411|metalúrgica
331412|metalúrgica
331419|metalúrgica
331420|metalúrgica
331490|metalúrgica
331500|metalúrgica
331510|siderúrgica
331520|metalúrgica
332000|metalúrgica
332100|metalúrgica
332110|metalúrgica
332200|local
332210|local
332211|local
332212|local
332300|local
332310|local
332320|local
332400|otro
332410|metalúrgica
332420|metalúrgica
332430|metalúrgica
332500|local
332510|local
332600|local
332610|local
332700|metalúrgica
332710|metalúrgica
332720|metalúrgica
332800|local
332810|local
332900|local
332910|local
332990|local
332991|local
332999|local
333000|local
333100|local
333110|local
333111|local
333112|local
333120|local
333130|local
333200|local
333240|local
333241|local
333242|local
333243|local
333244|local
333245|local
333246|local
333249|local
333300|local
333310|local
333311|local
333312|local
333319|local
333400|local
333410|local
333411|local
333412|local
333500|local
333510|local
333600|automotriz
333610|automotriz
333900|local
333910|local
333920|local
333990|local
333991|local
333992|local
333993|local
333999|local
334000|local
334100|local
334110|local
334200|local
334210|local
334220|local
334290|local
334300|local
334310|local
334400|local
334410|local
334500|local
334510|local
334511|local
334519|local
334600|local
334610|local
335000|local
335100|local
335110|local
335120|local
335200|local
335210|local
335220|local
335300|local
335310|local
335311|local
335312|local
335900|local
335910|local
335920|local
335930|local
335990|local
335991|local
335999|local
336000|otro
336100|automotriz
336110|automotriz
336120|automotriz
336200|automotriz
336210|automotriz
336300|automotriz
336310|automotriz
336320|automotriz
336330|automotriz
336340|automotriz
336350|automotriz
336360|automotriz
336370|automotriz
336390|automotriz
336400|local
336410|local
336500|ferrocarrilera
336510|ferrocarrilera
336600|local
336610|local
336900|local
336990|local
336991|automotriz
336992|local
336999|local
337000|local
337100|local
337110|local
337120|local
337200|local
337210|local
337900|local
337910|local
337920|local
339000|local
339100|local
339110|local
339111|local
339112|local
339113|local
339900|local
339910|local
339911|local
339912|local
339913|local
339914|local
339920|local
339930|local
339940|local
339950|local
339990|local
339991|local
339992|local
339993|local
339994|local
339995|local
339999|local
430000|local
431000|local
431100|local
431110|local
431120|local
431121|local
431122|local
431123|local
431130|local
431140|local
431150|local
431160|local
431170|local
431180|local
431190|local
431191|local
431192|local
431193|local
431194|local
431199|local
431200|local
431210|local
431211|local
431212|local
431213|local
431220|local
432000|local
432100|local
432110|local
432111|local
432112|local
432113|local
432119|local
432120|local
432130|local
433000|local
433100|local
433110|local
433200|local
433210|local
433220|local
433300|local
433310|local
433311|local
433312|local
433313|local
433400|local
433410|local
433420|local
433430|local
433500|local
433510|local
434000|local
434100|local
434110|local
434111|local
434112|local
434200|local
434210|local
434211|local
434219|local
434220|local
434221|local
434222|local
434223|local
434224|local
434225|local
434226|local
434227|local
434228|local
434229|local
434230|local
434240|local
434300|local
434310|local
434311|local
434312|local
434313|local
434314|local
434319|local
435000|local
435100|local
435110|local
435200|local
435210|local
435220|local
435300|local
435310|local
435311|local
435312|local
435313|local
435319|local
435400|local
435410|local
435411|local
435412|local
435419|local
436000|local
436100|local
436110|local
436111|local
436112|local
437000|local
437100|local
437110|local
437111|local
437112|local
437113|local
437200|local
437210|local
460000|local
461000|local
461100|local
461110|local
461120|local
461121|local
461122|local
461123|local
461130|local
461140|local
461150|local
461160|local
461170|local
461190|local
461200|local
461210|local
461211|local
461212|local
461213|local
461220|local
462000|local
462100|local
462110|local
462111|local
462112|local
462200|local
462210|local
463000|local
463100|local
463110|local
463111|local
463112|local
463113|local
463200|local
463210|local
463211|local
463212|local
463213|local
463214|local
463215|local
463216|local
463217|local
463218|local
463300|local
463310|local
464000|local
464100|local
464110|local
464111|local
464112|local
464113|local
464120|local
464121|local
464122|local
465000|local
465100|local
465110|local
465111|local
465112|local
465200|local
465210|local
465211|local
465212|local
465213|local
465214|local
465215|local
465216|local
465300|local
465310|local
465311|local
465312|local
465313|local
465900|local
465910|local
465911|local
465912|local
465913|local
465914|local
465915|local
465919|local
466000|local
466100|local
466110|local
466111|local
466112|local
466113|local
466114|local
466200|local
466210|local
466211|local
466212|local
466300|local
466310|local
466311|local
466312|local
466313|local
466314|local
466319|local
466400|local
466410|local
467000|local
467100|local
467110|local
467111|local
467112|local
467113|local
467114|local
467115|local
467116|local
467117|local
468000|local
468100|local
468110|local
468111|local
468112|local
468200|local
468210|local
468211|local
468212|local
468213|local
468300|local
468310|local
468311|local
468319|local
468400|local
468410|local
468411|local
468412|local
468413|local
468414|local
468419|local
468420|local
469000|local
469100|local
469110|local
480000|otro
481000|contrato o concesión federal y conexas
481100|contrato o concesión federal y conexas
481110|contrato o concesión federal y conexas
481111|contrato o concesión federal y conexas
481112|contrato o concesión federal y conexas
481200|contrato o concesión federal y conexas
481210|contrato o concesión federal y conexas
482000|contrato o concesión federal y conexas
482100|contrato o concesión federal y conexas
482110|contrato o concesión federal y conexas
483000|contrato o concesión federal y conexas
483100|contrato o concesión federal y conexas
483110|contrato o concesión federal y conexas
483111|contrato o concesión federal y conexas
483112|contrato o concesión federal y conexas
483113|contrato o concesión federal y conexas
483200|contrato o concesión federal y conexas
483210|contrato o concesión federal y conexas
484000|local
484100|local
484110|local
484111|local
484119|local
484120|local
484121|local
484129|local
484200|local
484210|local
484220|local
484221|local
484222|local
484223|local
484224|local
484229|local
484230|local
484231|local
484232|local
484233|local
484234|local
484239|local
485000|contrato o concesión federal y conexas
485100|contrato o concesión federal y conexas
485110|contrato o concesión federal y conexas
485111|contrato o concesión federal y conexas
485112|contrato o concesión federal y conexas
485113|contrato o concesión federal y conexas
485114|contrato o concesión federal y conexas
485115|contrato o concesión federal y conexas
485200|contrato o concesión federal y conexas
485210|contrato o concesión federal y conexas
485300|local
485310|local
485311|local
485312|local
485320|local
485400|local
485410|local
485500|local
485510|local
485900|local
485990|local
486000|otro
486100|administradas por el gobierno federal
486110|administradas por el gobierno federal
486200|administradas por el gobierno federal
486210|administradas por el gobierno federal
486900|contrato o concesión federal y conexas
486910|contrato o concesión federal y conexas
486990|contrato o concesión federal y conexas
487000|contrato o concesión federal y conexas
487100|contrato o concesión federal y conexas
487110|contrato o concesión federal y conexas
487200|contrato o concesión federal y conexas
487210|contrato o concesión federal y conexas
487900|contrato o concesión federal y conexas
487990|contrato o concesión federal y conexas
488000|contrato o concesión federal y conexas
488100|contrato o concesión federal y conexas
488110|contrato o concesión federal y conexas
488111|contrato o concesión federal y conexas
488112|contrato o concesión federal y conexas
488190|contrato o concesión federal y conexas
488200|contrato o concesión federal y conexas
488210|contrato o concesión federal y conexas
488300|contrato o concesión federal y conexas
488310|contrato o concesión federal y conexas
488320|contrato o concesión federal y conexas
488330|contrato o concesión federal y conexas
488390|contrato o concesión federal y conexas
488400|local
488410|local
488490|local
488491|local
488492|local
488493|local
488500|local
488510|local
488511|administradas por el gobierno federal
488519|administradas por el gobierno federal
488900|local
488990|local
490000|otro
491000|administradas por el gobierno federal
491100|administradas por el gobierno federal
491110|administradas por el gobierno federal
492000|local
492100|local
492110|local
492200|local
492210|local
493000|local
493100|local
493110|local
493111|local
493119|local
493120|local
493130|local
493190|local
510000|otro
511000|local
511100|local
511110|local
511111|local
511112|local
511120|local
511121|local
511122|local
511130|local
511131|local
511132|local
511140|local
511141|local
511142|local
511190|local
511191|local
511192|local
511200|local
511210|local
512000|cinematográfica
512100|otro
512110|cinematográfica
512111|cinematográfica
512112|cinematográfica
512113|cinematográfica
512120|cinematográfica
512130|cinematográfica
512190|cinematográfica
512200|local
512230|local
512240|local
512250|local
512290|local
515000|contrato o concesión federal y conexas
515100|contrato o concesión federal y conexas
515110|contrato o concesión federal y conexas
515120|contrato o concesión federal y conexas
515200|local
515210|local
517000|contrato o concesión federal y conexas
517300|contrato o concesión federal y conexas
517310|contrato o concesión federal y conexas
517311|contrato o concesión federal y conexas
517312|contrato o concesión federal y conexas
517400|contrato o concesión federal y conexas
517410|contrato o concesión federal y conexas
517900|contrato o concesión federal y conexas
517910|contrato o concesión federal y conexas
518000|local
518200|local
518210|local
519000|local
519100|local
519110|otro
519120|local
519121|local
519122|administradas por el gobierno federal
519130|local
519190|local
520000|otro
521000|otro
521100|otro
521110|otro
522000|otro
522100|banquera y crediticia
522110|banquera y crediticia
522200|otro
522210|otro
522220|local
522300|local
522310|local
522320|local
522390|local
522400|local
522440|local
522450|local
522451|local
522452|local
522460|local
522490|local
522500|local
522510|local
523000|otro
523100|local
523110|local
523120|local
523121|local
523122|local
523200|local
523210|local
523900|local
523910|local
523990|local
524000|local
524100|local
524110|local
524120|local
524130|local
524200|local
524210|local
524220|local
525000|local
525100|local
525110|local
525200|local
525210|local
530000|local
531000|local
531100|local
531110|local
531111|local
531112|local
531113|local
531114|local
531115|local
531116|local
531119|local
531200|local
531210|local
531300|local
531310|local
531311|local
531319|local
532000|local
532100|local
532110|local
532120|local
532121|local
532122|local
532200|local
532210|local
532280|local
532281|local
532282|local
532289|local
532300|local
532310|local
532400|local
532410|local
532411|local
532412|local
532420|local
532490|local
532491|local
532492|local
532493|local
533000|local
533100|local
533110|local
540000|local
541000|local
541100|local
541110|local
541120|local
541190|local
541200|local
541210|local
541211|local
541219|local
541300|local
541310|local
541320|local
541330|local
541340|local
541350|local
541360|local
541370|local
541380|local
541400|local
541410|local
541420|local
541430|local
541490|local
541500|local
541510|local
541600|local
541610|local
541620|local
541690|local
541700|local
541710|local
541711|local
541712|administradas por el gobierno federal
541720|local
541721|local
541722|administradas por el gobierno federal
541800|local
541810|local
541820|local
541830|local
541840|local
541850|local
541860|local
541870|local
541890|local
541900|local
541910|local
541920|local
541930|local
541940|local
541941|local
541942|local
541943|local
541944|local
541990|local
550000|local
551000|local
551100|local
551110|local
551111|local
551112|local
560000|local
561000|local
561100|local
561110|local
561200|local
561210|local
561300|local
561310|local
561320|local
561330|local
561400|local
561410|local
561420|local
561421|local
561422|local
561430|local
561431|local
561432|local
561440|local
561450|local
561490|local
561500|local
561510|local
561520|local
561590|local
561600|local
561610|local
561620|local
561700|local
561710|local
561720|local
561730|local
561740|local
561790|local
561900|local
561910|local
561920|local
561990|local
562000|local
562100|local
562110|local
562111|local
562112|local
562120|local
562121|local
562122|local
562200|local
562210|local
562211|local
562212|local
562220|local
562221|local
562222|local
562900|local
562910|local
562911|local
562912|local
562920|local
562921|local
562922|local
562990|local
562998|local
562999|local
610000|otro
611000|otro
611100|otro
611110|local
611111|local
611112|administradas por el gobierno federal
611120|local
611121|local
611122|administradas por el gobierno federal
611130|local
611131|local
611132|administradas por el gobierno federal
611140|local
611141|local
611142|administradas por el gobierno federal
611150|local
611151|local
611152|administradas por el gobierno federal
611160|local
611161|local
611162|administradas por el gobierno federal
611170|local
611171|local
611172|administradas por el gobierno federal
611180|local
611181|local
611182|administradas por el gobierno federal
611200|local
611210|local
611211|local
611212|administradas por el gobierno federal
611300|local
611310|local
611311|local
611312|administradas por el gobierno federal
611400|local
611410|local
611411|local
611412|administradas por el gobierno federal
611420|local
611421|local
611422|administradas por el gobierno federal
611430|local
611431|local
611432|administradas por el gobierno federal
611500|local
611510|local
611511|local
611512|administradas por el gobierno federal
611600|local
611610|local
611611|local
611612|administradas por el gobierno federal
611620|local
611621|local
611622|administradas por el gobierno federal
611630|local
611631|local
611632|administradas por el gobierno federal
611690|local
611691|local
611698|local
611699|administradas por el gobierno federal
611700|local
611710|local
620000|otro
621000|local
621100|otro
621110|local
621111|local
621112|administradas por el gobierno federal
621113|local
621114|administradas por el gobierno federal
621115|local
621116|administradas por el gobierno federal
621200|otro
621210|local
621211|local
621212|administradas por el gobierno federal
621300|otro
621310|local
621311|local
621312|administradas por el gobierno federal
621320|local
621330|local
621331|local
621332|administradas por el gobierno federal
621340|local
621341|local
621342|administradas por el gobierno federal
621390|administradas por el gobierno federal
621391|local
621392|administradas por el gobierno federal
621398|local
621399|administradas por el gobierno federal
621400|otro
621410|local
621411|local
621412|administradas por el gobierno federal
621420|local
621421|local
621422|administradas por el gobierno federal
621490|administradas por el gobierno federal
621491|local
621492|administradas por el gobierno federal
621500|otro
621510|local
621511|local
621512|administradas por el gobierno federal
621600|local
621610|local
621900|otro
621910|local
621990|local
621991|local
621992|administradas por el gobierno federal
622000|local
622100|otro
622110|local
622111|local
622112|administradas por el gobierno federal
622200|otro
622210|local
622211|local
622212|administradas por el gobierno federal
622300|otro
622310|local
622311|local
622312|administradas por el gobierno federal
623000|local
623100|otro
623110|local
623111|local
623112|administradas por el gobierno federal
623200|otro
623210|local
623211|local
623212|administradas por el gobierno federal
623220|local
623221|local
623222|administradas por el gobierno federal
623300|otro
623310|local
623311|local
623312|administradas por el gobierno federal
623900|otro
623990|local
623991|local
623992|administradas por el gobierno federal
624000|local
624100|otro
624110|local
624111|local
624112|administradas por el gobierno federal
624120|local
624121|local
624122|administradas por el gobierno federal
624190|local
624191|local
624198|local
624199|administradas por el gobierno federal
624200|otro
624210|local
624211|local
624212|administradas por el gobierno federal
624220|local
624221|local
624222|administradas por el gobierno federal
624230|local
624231|local
624232|administradas por el gobierno federal
624300|otro
624310|local
624311|local
624312|administradas por el gobierno federal
624400|otro
624410|local
624411|local
624412|administradas por el gobierno federal
710000|local
711000|local
711100|local
711110|local
711111|local
711112|otro
711120|local
711121|local
711122|otro
711130|local
711131|local
711132|otro
711190|local
711191|local
711192|otro
711200|local
711210|local
711211|local
711212|local
711300|local
711310|local
711311|local
711312|otro
711320|local
711400|local
711410|local
711500|local
711510|local
712000|local
712100|local
712110|local
712111|local
712112|otro
712120|local
712130|local
712131|local
712132|otro
712190|otro
713000|local
713100|local
713110|local
713111|local
713112|otro
713113|local
713114|otro
713120|local
713200|local
713210|local
713290|otro
713291|otro
713299|local
713900|local
713910|local
713920|local
713930|local
713940|local
713941|local
713942|local
713943|local
713944|local
713950|local
713990|local
713991|local
713992|local
713998|local
713999|local
720000|local
721000|local
721100|local
721110|local
721111|local
721112|local
721113|local
721120|local
721190|local
721200|local
721210|local
721300|local
721310|local
721311|local
721312|local
722000|local
722300|local
722310|local
722320|local
722330|local
722400|local
722410|local
722411|local
722412|local
722500|local
722510|local
722511|local
722512|local
722513|local
722514|local
722515|local
722516|local
722517|local
722518|local
722519|local
810000|local
811000|local
811100|local
811110|local
811111|local
811112|local
811113|local
811114|local
811115|local
811116|local
811119|local
811120|local
811121|local
811122|local
811123|local
811129|local
811190|local
811191|local
811192|local
811199|local
811200|local
811210|local
811211|local
811219|local
811300|local
811310|local
811311|local
811312|local
811313|local
811314|local
811400|local
811410|local
811420|local
811430|local
811490|local
811491|local
811492|local
811493|local
811499|local
812000|local
812100|local
812110|local
812120|local
812130|local
812200|local
812210|local
812300|local
812310|local
812320|local
812321|local
812322|local
812400|local
812410|local
812900|local
812910|local
812990|local
813000|local
813100|otro
813110|local
813120|registro
813130|local
813140|local
813200|local
813210|local
813220|local
813230|local
814000|local
814100|local
814110|local
930000|otro
931000|local
931100|otro
931110|otro
931200|otro
931210|otro
931300|local
931310|local
931400|local
931410|otro
931500|local
931510|local
931600|otro
931610|otro
931700|otro
931710|otro
931800|otro
931810|otro
932000|local
932100|local
932110|local
932120|otro
